Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17,Antibiotics,Symptoms
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,puffy_face_and_eyes,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, puffy_face_and_eyes, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation"
Hypothyroidism,fatigue,weight_gain,cold_hands_and_feets,mood_swings,lethargy,dizziness,enlarged_thyroid,brittle_nails,swollen_extremeties,depression,irritability,abnormal_menstruation,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","fatigue, weight_gain, cold_hands_and_feets, mood_swings, lethargy, dizziness, enlarged_thyroid, brittle_nails, swollen_extremeties, depression, irritability, abnormal_menstruation"
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation"
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation"
Hyperthyroidism,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation"
Hyperthyroidism,fatigue,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","fatigue, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation"
Hyperthyroidism,fatigue,mood_swings,restlessness,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","fatigue, mood_swings, restlessness, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation"
Hyperthyroidism,fatigue,mood_swings,weight_loss,sweating,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","fatigue, mood_swings, weight_loss, sweating, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation"
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,diarrhoea,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","fatigue, mood_swings, weight_loss, restlessness, diarrhoea, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation"
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,fast_heart_rate,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","fatigue, mood_swings, weight_loss, restlessness, sweating, fast_heart_rate, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation"
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,excessive_hunger,muscle_weakness,irritability,abnormal_menstruation,,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, excessive_hunger, muscle_weakness, irritability, abnormal_menstruation"
Hyperthyroidism,fatigue,mood_swings,weight_loss,restlessness,sweating,diarrhoea,fast_heart_rate,muscle_weakness,irritability,abnormal_menstruation,,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","fatigue, mood_swings, weight_loss, restlessness, sweating, diarrhoea, fast_heart_rate, muscle_weakness, irritability, abnormal_menstruation"
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,slurred_speech,irritability,palpitations,,,,,,,"Amoxicillin, Cephalexin, Azithromycin, Clindamycin, Metronidazole","vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, slurred_speech, irritability, palpitations"
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Metronidazole, Azithromycin","vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations"
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Azithromycin, Metronidazole","vomiting, fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations"
Hypoglycemia,fatigue,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Azithromycin, Metronidazole","fatigue, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations"
Hypoglycemia,vomiting,anxiety,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Azithromycin, Metronidazole","vomiting, anxiety, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations"
Hypoglycemia,vomiting,fatigue,sweating,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Azithromycin, Metronidazole","vomiting, fatigue, sweating, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations"
Hypoglycemia,vomiting,fatigue,anxiety,headache,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Azithromycin, Metronidazole","vomiting, fatigue, anxiety, headache, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations"
Hypoglycemia,vomiting,fatigue,anxiety,sweating,nausea,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Azithromycin, Metronidazole","vomiting, fatigue, anxiety, sweating, nausea, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations"
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,blurred_and_distorted_vision,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Azithromycin, Metronidazole","vomiting, fatigue, anxiety, sweating, headache, blurred_and_distorted_vision, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations"
Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,excessive_hunger,drying_and_tingling_lips,slurred_speech,irritability,palpitations,,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Azithromycin, Metronidazole","vomiting, fatigue, anxiety, sweating, headache, nausea, excessive_hunger, drying_and_tingling_lips, slurred_speech, irritability, palpitations"
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,,,,,,,,,,,,"Amoxicillin, Cephalexin, Clindamycin, Azithromycin, Metronidazole","joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking"
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,,,,,,,,,,,,"Ceftriaxone, Cefuroxime, Clindamycin, Amoxicillin, Azithromycin","joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking"
Osteoarthristis,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,,,,,,,,,,,,,"Ceftriaxone, Cefuroxime, Clindamycin, Amoxicillin, Azithromycin","neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking"
Osteoarthristis,joint_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,,,,,,,,,,,,,"Ceftriaxone, Cefuroxime, Amoxicillin, Clindamycin, Azithromycin","joint_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking"
Osteoarthristis,joint_pain,neck_pain,hip_joint_pain,swelling_joints,painful_walking,,,,,,,,,,,,,"Ceftriaxone, Cefazolin, Clindamycin, Amoxicillin-Clavulanate, Azithromycin","joint_pain, neck_pain, hip_joint_pain, swelling_joints, painful_walking"
Osteoarthristis,joint_pain,neck_pain,knee_pain,swelling_joints,painful_walking,,,,,,,,,,,,,"Ceftriaxone, Cefuroxime, Amoxicillin, Clindamycin, Azithromycin","joint_pain, neck_pain, knee_pain, swelling_joints, painful_walking"
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,painful_walking,,,,,,,,,,,,,"Ceftriaxone, Cefazolin, Clindamycin, Amoxicillin-Clavulanate, Azithromycin","joint_pain, neck_pain, knee_pain, hip_joint_pain, painful_walking"
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,,,,,,,,,,,,,"Ceftriaxone, Cefazolin, Clindamycin, Amoxicillin, Azithromycin","joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints"
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,,,,,,,,,,,,"Ceftriaxone, Cefuroxime, Amoxicillin, Clindamycin, Azithromycin","joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking"
Osteoarthristis,joint_pain,neck_pain,knee_pain,hip_joint_pain,swelling_joints,painful_walking,,,,,,,,,,,,"Ceftriaxone, Cefuroxime, Clindamycin, Amoxicillin, Azithromycin","joint_pain, neck_pain, knee_pain, hip_joint_pain, swelling_joints, painful_walking"
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,,,,,,,,,,,,,"Ceftriaxone, Cefuroxime, Clindamycin, Amoxicillin, Azithromycin","muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking"
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,,,,,,,,,,,,,"Ceftriaxone, Cefuroxime, Cefazolin, Clindamycin, Azithromycin","muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking"
Arthritis,stiff_neck,swelling_joints,movement_stiffness,painful_walking,,,,,,,,,,,,,,"Ceftriaxone, Cefuroxime, Cefazolin, Clindamycin, Azithromycin","stiff_neck, swelling_joints, movement_stiffness, painful_walking"
Arthritis,muscle_weakness,swelling_joints,movement_stiffness,painful_walking,,,,,,,,,,,,,,"Ceftriaxone, Cefuroxime, Amoxicillin, Clindamycin, Azithromycin","muscle_weakness, swelling_joints, movement_stiffness, painful_walking"
Arthritis,muscle_weakness,stiff_neck,movement_stiffness,painful_walking,,,,,,,,,,,,,,"Ceftriaxone, Cefuroxime, Clindamycin, Azithromycin, Amoxicillin","muscle_weakness, stiff_neck, movement_stiffness, painful_walking"
Arthritis,muscle_weakness,stiff_neck,swelling_joints,painful_walking,,,,,,,,,,,,,,"Ceftriaxone, Cefuroxime, Amoxicillin, Clindamycin, Azithromycin","muscle_weakness, stiff_neck, swelling_joints, painful_walking"
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,,,,,,,,,,,,,"Ceftriaxone, Cefuroxime, Clindamycin, Azithromycin, Amoxicillin","muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking"
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,,,,,,,,,,,,,,"Ceftriaxone, Cefuroxime, Cefazolin, Clindamycin, Azithromycin","muscle_weakness, stiff_neck, swelling_joints, movement_stiffness"
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,,,,,,,,,,,,,"Ceftriaxone, Cefuroxime, Clindamycin, Azithromycin, Amoxicillin","muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking"
Arthritis,muscle_weakness,stiff_neck,swelling_joints,movement_stiffness,painful_walking,,,,,,,,,,,,,"Ceftriaxone, Cefuroxime, Cefazolin, Clindamycin, Azithromycin","muscle_weakness, stiff_neck, swelling_joints, movement_stiffness, painful_walking"
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,"Ceftriaxone, Cefuroxime, Cefazolin, Clindamycin, Azithromycin","vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,"Amoxicillin, Azithromycin, Cefuroxime, Clarithromycin, Levofloxacin.","vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
(vertigo) Paroymsal  Positional Vertigo,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,,"Amoxicillin, Azithromycin, Cefuroxime, Clarithromycin, Levofloxacin.","headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
(vertigo) Paroymsal  Positional Vertigo,vomiting,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,,"Ceftriaxone, Azithromycin, Clarithromycin, Amoxicillin, Metronidazole","vomiting, nausea, spinning_movements, loss_of_balance, unsteadiness"
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,,"Ceftriaxone, Azithromycin, Clarithromycin, Amoxicillin, Metronidazole","vomiting, headache, spinning_movements, loss_of_balance, unsteadiness"
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,loss_of_balance,unsteadiness,,,,,,,,,,,,,"Ceftriaxone, Azithromycin, Clarithromycin, Amoxicillin, Metronidazole","vomiting, headache, nausea, loss_of_balance, unsteadiness"
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,unsteadiness,,,,,,,,,,,,,"Amoxicillin, Azithromycin, Cefuroxime, Levofloxacin, Ciprofloxacin","vomiting, headache, nausea, spinning_movements, unsteadiness"
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,,,,,,,,,,,,,"Amoxicillin, Azithromycin, Cefuroxime, Levofloxacin, Metronidazole","vomiting, headache, nausea, spinning_movements, loss_of_balance"
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning_movements,loss_of_balance,unsteadiness,,,,,,,,,,,,"Ceftriaxone, Azithromycin, Amoxicillin, Clarithromycin, Metronidazole","vomiting, headache, nausea, spinning_movements, loss_of_balance, unsteadiness"
(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,loss_of_balance,unsteadiness,,,,,,,,,,,,,"Amoxicillin, Azithromycin, Cefuroxime, Clarithromycin, Levofloxacin.","vomiting, headache, nausea, loss_of_balance, unsteadiness"
Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,"Amoxicillin, Azithromycin, Cefuroxime, Levofloxacin, Ciprofloxacin","skin_rash, pus_filled_pimples, blackheads, scurring"
Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,"Erythromycin, Clindamycin, Tetracycline, Minocycline, Azithromycin","skin_rash, pus_filled_pimples, blackheads, scurring"
Acne,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,,"Erythromycin, Clindamycin, Tetracycline, Minocycline, Azithromycin","pus_filled_pimples, blackheads, scurring"
Acne,skin_rash,blackheads,scurring,,,,,,,,,,,,,,,"Erythromycin, Clindamycin, Tetracycline, Minocycline, Azithromycin","skin_rash, blackheads, scurring"
Acne,skin_rash,pus_filled_pimples,scurring,,,,,,,,,,,,,,,"Clindamycin, Erythromycin, Azithromycin, Doxycycline, Tetracycline","skin_rash, pus_filled_pimples, scurring"
Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,,"Amoxicillin, Clindamycin, Erythromycin, Doxycycline, Tetracycline","skin_rash, pus_filled_pimples, blackheads"
Acne,skin_rash,pus_filled_pimples,blackheads,scurring,,,,,,,,,,,,,,"Erythromycin, Clindamycin, Tetracycline, Minocycline, Azithromycin","skin_rash, pus_filled_pimples, blackheads, scurring"
Acne,skin_rash,pus_filled_pimples,blackheads,,,,,,,,,,,,,,,"Erythromycin, Clindamycin, Tetracycline, Minocycline, Azithromycin","skin_rash, pus_filled_pimples, blackheads"
Acne,skin_rash,pus_filled_pimples,scurring,,,,,,,,,,,,,,,"Erythromycin, Clindamycin, Tetracycline, Minocycline, Azithromycin","skin_rash, pus_filled_pimples, scurring"
Acne,skin_rash,blackheads,scurring,,,,,,,,,,,,,,,"Amoxicillin, Clindamycin, Erythromycin, Doxycycline, Tetracycline","skin_rash, blackheads, scurring"
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,,,,,,,,,,,,,,"Clindamycin, Erythromycin, Azithromycin, Doxycycline, Tetracycline","burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine"
Urinary tract infection,burning_micturition,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,,,,,,,,,,,,,,"Ciprofloxacin, Amoxicillin, Nitrofurantoin, Trimethoprim, Ceftriaxone","burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine"
Urinary tract infection,bladder_discomfort,foul_smell_of urine,continuous_feel_of_urine,,,,,,,,,,,,,,,"Ciprofloxacin, Amoxicillin, Nitrofurantoin, Trimethoprim, Ceftriaxone","bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine"
